T = 50;
P = 2;
Exec = [
[780,580],
[990,830],
[840,770],
[640,500],
[740,900],
[980,570],
[740,600],
[610,730],
[710,700],
[600,740],
[610,500],
[690,950],
[580,880],
[580,710],
[550,960],
[830,690],
[590,720],
[830,930],
[860,890],
[570,790],
[940,760],
[680,850],
[600,700],
[990,770],
[600,920],
[940,540],
[910,800],
[520,960],
[930,690],
[870,940],
[640,860],
[930,640],
[650,510],
[790,900],
[600,510],
[740,500],
[920,670],
[560,520],
[990,580],
[640,760],
[800,930],
[590,960],
[890,620],
[780,660],
[680,840],
[740,900],
[680,900],
[550,950],
[530,710],
[800,600],
];
E = 86;
Edges = [
<1,2>,
<1,3>,
<1,4>,
<1,5>,
<1,6>,
<1,7>,
<1,8>,
<1,9>,
<2,12>,
<3,16>,
<4,16>,
<5,15>,
<5,11>,
<5,10>,
<6,14>,
<6,12>,
<7,14>,
<8,16>,
<8,10>,
<9,14>,
<9,13>,
<9,17>,
<10,23>,
<10,21>,
<11,23>,
<11,24>,
<12,24>,
<12,18>,
<13,25>,
<14,22>,
<15,20>,
<15,25>,
<16,19>,
<16,24>,
<17,23>,
<17,20>,
<17,21>,
<18,27>,
<19,30>,
<20,26>,
<20,33>,
<20,30>,
<21,31>,
<21,29>,
<21,33>,
<22,32>,
<22,30>,
<22,26>,
<23,27>,
<23,29>,
<24,33>,
<24,27>,
<25,28>,
<25,29>,
<26,40>,
<26,41>,
<27,35>,
<27,34>,
<28,39>,
<29,41>,
<30,39>,
<30,37>,
<31,38>,
<31,40>,
<32,40>,
<33,41>,
<33,36>,
<34,45>,
<35,48>,
<36,47>,
<36,42>,
<37,47>,
<38,49>,
<39,42>,
<39,46>,
<40,43>,
<41,45>,
<41,44>,
<42,50>,
<43,50>,
<44,50>,
<45,50>,
<46,50>,
<47,50>,
<48,50>,
<49,50>,
];
StartAfter = [
{2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{33,34,35,36,41,42,12,45,44,47,48,50,18,24,27,}
{33,34,35,36,37,39,41,42,44,45,46,47,16,48,50,19,24,27,30,}
{33,34,35,36,37,39,41,42,44,45,46,47,16,48,50,19,24,27,30,}
{10,11,15,20,21,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{12,14,18,22,24,26,27,30,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,50,}
{32,37,39,40,41,42,43,44,45,14,46,47,50,22,26,30,}
{10,16,19,21,23,24,27,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{13,14,17,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{33,34,35,36,38,40,41,42,43,44,45,47,48,49,50,21,23,27,29,31,}
{33,34,35,36,41,42,44,45,47,48,50,23,24,27,29,}
{33,34,35,36,41,42,44,45,47,48,50,18,24,27,}
{39,41,42,44,45,46,50,25,28,29,}
{32,37,39,40,41,42,43,44,45,46,47,50,22,26,30,}
{33,36,37,39,40,41,42,43,44,45,46,47,50,20,25,26,28,29,30,}
{33,34,35,36,37,39,41,42,44,45,46,47,48,50,19,24,27,30,}
{20,21,23,26,27,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{34,35,45,48,50,27,}
{37,39,42,46,47,50,30,}
{33,36,37,39,40,41,42,43,44,45,46,47,50,26,30,}
{33,36,38,40,41,42,43,44,45,47,49,50,29,31,}
{32,37,39,40,41,42,43,44,45,46,47,50,26,30,}
{34,35,41,44,45,48,50,27,29,}
{33,34,35,36,41,42,44,45,47,48,50,27,}
{39,41,42,44,45,46,50,28,29,}
{40,41,43,44,45,50,}
{34,35,45,48,50,}
{42,50,46,39,}
{41,50,44,45,}
{37,39,42,46,47,50,}
{38,40,43,49,50,}
{40,50,43,}
{36,41,42,44,45,47,50,}
{50,45,}
{48,50,}
{50,42,47,}
{50,47,}
{49,50,}
{42,50,46,}
{50,43,}
{50,44,45,}
{50,}
{50,}
{50,}
{50,}
{50,}
{50,}
{50,}
{50,}
{}
];
V = 50;
VarS = [26,20,23,22,23,20,26,25,26,26,23,26,24,21,26,20,25,24,21,25,23,23,20,23,25,20,25,21,23,25,23,21,26,25,20,22,21,24,23,21,23,25,23,20,26,22,20,25,22,21];
VarR = {
<38,2,27,2,1>,
<28,3,24,2,1>,
<42,2,26,1,1>,
<3,2,20,1,2>,
<50,2,23,2,2>,
<15,1,26,1,2>,
<8,3,28,1,3>,
<20,1,22,2,4>,
<24,3,24,2,5>,
<22,2,29,2,5>,
<41,3,28,1,6>,
<6,2,22,1,6>,
<24,3,27,2,7>,
<12,2,30,2,7>,
<18,1,26,1,8>,
<32,3,20,1,9>,
<38,2,21,2,9>,
<9,2,23,1,10>,
<41,3,28,1,10>,
<18,2,28,1,10>,
<26,2,24,1,11>,
<6,2,29,1,11>,
<19,1,20,2,12>,
<2,1,20,1,12>,
<25,3,22,1,13>,
<4,3,20,1,13>,
<41,1,21,2,13>,
<20,3,25,2,14>,
<37,2,27,1,15>,
<17,3,25,2,16>,
<5,1,26,1,17>,
<9,3,26,2,17>,
<23,2,28,2,17>,
<7,2,20,2,18>,
<44,2,21,1,19>,
<12,1,20,2,19>,
<41,1,25,2,20>,
<47,1,30,2,20>,
<44,3,24,1,21>,
<35,1,20,1,22>,
<45,1,20,2,22>,
<44,3,30,2,22>,
<25,2,28,2,23>,
<36,2,28,2,23>,
<45,3,25,1,24>,
<21,3,21,2,24>,
<42,3,22,1,25>,
<1,3,29,2,26>,
<35,2,20,2,26>,
<37,3,27,2,26>,
<49,1,30,1,27>,
<50,3,22,2,27>,
<44,1,27,1,28>,
<7,1,24,2,29>,
<28,1,22,1,30>,
<26,1,27,2,30>,
<18,2,22,1,31>,
<39,2,24,1,31>,
<27,3,22,1,31>,
<10,3,21,1,32>,
<1,1,29,2,32>,
<35,1,29,2,33>,
<16,3,25,2,33>,
<39,1,26,1,33>,
<28,2,22,1,34>,
<9,1,27,1,34>,
<32,3,21,2,34>,
<28,3,30,1,35>,
<19,2,26,1,36>,
<4,2,20,1,37>,
<39,1,28,1,37>,
<13,1,28,2,37>,
<2,2,23,1,38>,
<35,2,23,1,38>,
<9,2,27,1,38>,
<42,1,27,2,39>,
<39,3,27,2,39>,
<37,3,28,2,40>,
<32,3,23,1,40>,
<47,1,27,1,41>,
<42,2,21,2,42>,
<31,3,24,1,43>,
<25,1,29,2,44>,
<37,3,22,1,44>,
<11,2,28,1,45>,
<2,3,24,1,45>,
<33,3,29,2,46>,
<18,2,28,1,46>,
<12,3,30,1,46>,
<4,3,22,2,47>,
<33,2,23,1,47>,
<18,1,27,2,48>,
<48,2,20,2,48>,
<28,3,20,2,48>,
<11,3,28,2,49>,
<13,3,25,1,49>,
<1,3,27,2,50>,
<35,2,23,2,50>,
<47,3,20,1,50>,
};
SPMS = [500,500,];
LLB = [0,383,383,383,383,383,383,383,383,909,1097,851,878,878,1097,909,878,1371,1524,1393,1393,1458,1393,1524,1621,2121,2141,2070,1937,2080,2090,2080,2141,2875,2875,2518,2950,2658,3182,2569,2467,3347,3209,3053,3053,3579,3567,3204,3082,3474];
