T = 50;
P = 16;
Exec = [
[720,600,500,850,660,780,820,660,580,700,630,880,630,700,560,520],
[500,790,880,850,620,520,620,590,920,660,930,630,730,720,820,660],
[860,860,900,740,980,750,810,670,640,750,790,880,670,690,570,770],
[650,500,980,880,590,550,750,880,540,610,820,910,660,820,800,610],
[960,990,630,610,760,570,690,740,910,630,840,870,840,730,570,930],
[730,530,780,880,540,500,600,970,930,770,950,810,590,820,650,870],
[890,740,640,810,600,680,980,670,740,600,590,690,750,640,550,880],
[990,950,760,750,940,620,700,600,640,720,590,690,870,840,620,950],
[680,750,830,540,610,700,820,650,950,940,820,910,890,580,900,900],
[870,970,520,530,710,620,980,790,780,540,530,760,590,990,810,790],
[820,770,630,790,990,930,650,660,730,910,930,570,510,830,770,950],
[570,940,970,870,810,550,940,980,630,540,800,780,810,840,770,970],
[950,510,940,650,520,800,580,680,950,800,560,840,640,830,590,880],
[530,970,510,790,730,520,620,720,920,540,720,640,820,910,540,950],
[820,990,900,600,830,800,750,810,920,550,650,750,700,870,570,840],
[770,950,760,670,940,710,510,600,800,910,650,930,620,710,950,980],
[820,970,610,850,500,570,650,870,770,610,650,520,840,670,740,630],
[660,790,500,800,780,680,990,670,620,710,910,700,830,630,750,900],
[910,680,610,540,970,550,530,820,810,970,970,700,800,650,960,810],
[520,960,610,610,860,680,640,500,770,900,870,700,780,510,920,960],
[840,930,990,890,770,660,900,730,660,730,810,730,950,740,660,520],
[520,880,840,820,570,790,930,970,830,890,690,890,700,590,560,780],
[700,690,900,970,650,730,860,610,630,710,970,590,850,510,610,510],
[920,640,670,870,840,550,730,900,550,670,560,830,680,780,750,700],
[840,990,980,910,820,670,520,840,930,980,950,770,780,890,520,500],
[800,930,520,560,690,830,840,840,750,940,510,610,580,580,740,990],
[980,650,750,550,610,740,740,950,550,570,540,900,970,690,510,810],
[920,610,680,620,570,650,780,550,670,640,700,940,710,930,930,570],
[620,660,840,820,500,760,630,740,770,970,970,690,760,830,640,860],
[990,980,530,630,850,580,910,730,950,810,840,640,710,820,850,630],
[620,860,890,540,620,790,540,820,800,750,680,990,600,950,820,510],
[660,680,710,760,680,640,920,540,760,740,880,810,970,900,950,600],
[620,660,550,920,580,970,570,620,620,550,970,720,970,540,790,820],
[890,690,680,880,710,630,960,740,630,530,750,870,720,540,580,710],
[510,640,670,920,600,640,710,680,610,680,530,830,730,740,990,600],
[930,710,730,520,930,780,860,740,570,810,500,550,890,850,620,570],
[730,660,680,950,640,870,760,910,540,570,640,780,770,970,980,830],
[580,620,510,560,930,790,710,990,880,710,890,980,830,580,880,610],
[960,570,870,610,770,850,830,920,750,770,580,730,530,940,820,500],
[510,650,690,900,960,690,980,980,890,550,590,820,990,650,680,800],
[750,590,610,860,800,870,710,830,940,960,730,600,820,510,730,670],
[600,640,630,710,550,950,590,950,560,760,690,590,700,630,910,960],
[790,850,560,530,530,710,590,710,690,720,720,960,930,690,730,500],
[680,930,510,580,520,650,640,840,770,560,520,910,500,540,530,800],
[830,590,910,790,540,920,790,700,920,540,730,690,610,680,570,820],
[960,650,580,780,920,860,910,720,650,970,750,950,680,650,530,660],
[570,800,730,700,660,890,570,640,530,650,540,870,910,620,960,560],
[930,810,620,570,930,800,750,560,670,600,970,650,950,630,830,980],
[930,520,510,880,770,560,940,950,680,780,840,880,650,890,600,560],
[520,700,510,990,930,960,520,590,930,980,730,660,850,800,660,930],
];
E = 92;
Edges = [
<1,2>,
<1,3>,
<1,4>,
<1,5>,
<1,6>,
<1,7>,
<1,8>,
<1,9>,
<2,11>,
<3,12>,
<4,12>,
<4,13>,
<4,15>,
<5,17>,
<5,14>,
<6,11>,
<7,15>,
<8,13>,
<8,10>,
<9,16>,
<10,22>,
<10,19>,
<10,24>,
<11,18>,
<12,23>,
<12,20>,
<12,24>,
<13,23>,
<13,18>,
<13,24>,
<14,20>,
<14,19>,
<15,20>,
<15,24>,
<16,25>,
<16,19>,
<16,22>,
<17,21>,
<17,20>,
<17,24>,
<18,33>,
<18,27>,
<18,26>,
<19,31>,
<19,30>,
<19,29>,
<20,30>,
<21,32>,
<21,29>,
<21,30>,
<22,29>,
<22,33>,
<22,26>,
<23,31>,
<23,28>,
<23,33>,
<24,31>,
<25,28>,
<26,39>,
<26,36>,
<26,38>,
<27,40>,
<27,37>,
<28,35>,
<28,34>,
<29,36>,
<30,35>,
<30,36>,
<30,40>,
<31,39>,
<32,34>,
<33,41>,
<34,48>,
<35,43>,
<36,46>,
<37,44>,
<38,44>,
<38,42>,
<39,43>,
<40,47>,
<40,42>,
<41,44>,
<41,49>,
<41,45>,
<42,50>,
<43,50>,
<44,50>,
<45,50>,
<46,50>,
<47,50>,
<48,50>,
<49,50>,
];
StartAfter = [
{2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{33,36,37,38,39,40,41,42,11,44,45,43,47,46,49,18,50,26,27,}
{12,20,23,24,28,30,31,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49,50,}
{12,13,15,18,20,23,24,26,27,28,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{14,17,19,20,21,24,29,30,31,32,34,35,36,39,40,42,43,46,47,48,50,}
{33,36,37,38,39,40,41,42,11,44,45,43,47,46,49,18,50,26,27,}
{35,36,39,40,42,43,46,15,47,50,20,24,30,31,}
{10,13,18,19,22,23,24,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{16,19,22,25,26,28,29,30,31,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{19,22,24,26,29,30,31,33,35,36,38,39,40,41,42,43,44,45,46,47,49,50,}
{33,36,37,38,39,40,41,42,43,44,45,46,47,49,18,50,26,27,}
{20,23,24,28,30,31,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49,50,}
{18,23,24,26,27,28,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{35,36,39,40,42,43,46,47,50,19,20,29,30,31,}
{35,36,39,40,42,43,46,47,50,20,24,30,31,}
{19,22,25,26,28,29,30,31,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{32,34,35,36,39,40,42,43,46,47,48,50,20,21,24,29,30,31,}
{33,36,37,38,39,40,41,42,43,44,45,46,47,49,50,26,27,}
{35,36,39,40,42,43,46,47,50,29,30,31,}
{35,36,40,42,43,46,47,50,30,}
{32,34,35,36,40,42,43,46,47,48,50,29,30,}
{33,36,38,39,41,42,43,44,45,46,49,50,26,29,}
{33,34,35,39,41,43,44,45,48,49,50,28,31,}
{50,43,39,31,}
{34,35,43,48,50,28,}
{36,38,39,42,43,44,46,50,}
{37,40,42,44,47,50,}
{34,35,43,48,50,}
