T = 50;
P = 8;
Exec = [
[690,570,860,560,720,790,890,790],
[520,940,950,720,860,510,830,890],
[930,550,530,550,650,980,690,990],
[900,780,800,680,570,640,900,590],
[960,840,940,970,910,520,840,840],
[820,610,820,520,860,850,810,990],
[740,760,970,530,610,850,590,630],
[750,840,920,530,860,510,650,750],
[910,610,800,820,610,950,820,920],
[670,800,770,930,830,760,560,800],
[950,850,530,610,790,750,590,800],
[990,860,770,900,660,590,740,890],
[560,630,510,910,980,740,790,570],
[890,790,880,680,970,690,730,590],
[910,950,960,860,570,800,660,920],
[820,620,900,680,970,750,790,510],
[940,530,510,790,910,990,840,850],
[880,610,930,830,910,890,630,920],
[920,520,660,780,940,980,990,710],
[980,690,880,920,860,680,680,680],
[690,620,940,570,550,520,730,540],
[960,600,840,690,510,700,850,800],
[910,870,750,940,790,600,620,830],
[640,620,860,840,990,590,710,970],
[840,700,950,540,940,820,990,830],
[900,800,930,860,770,920,810,770],
[780,740,860,710,570,760,760,790],
[660,920,950,610,700,700,960,930],
[860,710,610,530,850,810,680,610],
[750,630,790,980,970,700,830,920],
[650,690,860,580,620,960,690,600],
[960,970,540,550,850,740,800,670],
[900,760,520,510,660,870,510,630],
[750,770,630,650,770,610,970,860],
[860,540,610,760,930,580,660,910],
[880,530,970,550,980,510,540,560],
[510,590,640,870,700,780,590,700],
[830,990,740,520,920,730,880,530],
[850,810,550,590,760,830,980,660],
[800,700,500,920,610,820,880,800],
[940,610,910,770,910,730,620,800],
[910,690,940,840,630,740,720,920],
[580,740,960,880,970,940,880,790],
[640,800,610,800,910,990,920,620],
[830,790,960,660,710,590,550,870],
[650,740,560,520,770,540,700,630],
[600,630,920,640,890,640,840,690],
[660,650,500,960,840,590,790,570],
[540,590,520,770,840,800,840,970],
[660,600,740,740,780,500,710,990],
];
E = 102;
Edges = [
<1,2>,
<1,3>,
<1,4>,
<1,5>,
<1,6>,
<1,7>,
<1,8>,
<1,9>,
<2,16>,
<2,10>,
<2,12>,
<3,10>,
<3,17>,
<4,15>,
<4,11>,
<4,14>,
<5,16>,
<5,13>,
<5,10>,
<6,13>,
<6,16>,
<7,10>,
<7,14>,
<7,16>,
<8,14>,
<8,10>,
<8,11>,
<9,11>,
<9,15>,
<9,16>,
<10,19>,
<10,22>,
<11,24>,
<12,25>,
<13,20>,
<14,23>,
<14,24>,
<14,21>,
<15,25>,
<15,19>,
<16,19>,
<16,18>,
<17,24>,
<18,31>,
<18,33>,
<19,32>,
<20,31>,
<21,28>,
<21,26>,
<21,27>,
<22,27>,
<23,27>,
<23,31>,
<23,29>,
<24,32>,
<25,30>,
<25,28>,
<25,26>,
<26,39>,
<26,36>,
<26,41>,
<27,37>,
<27,38>,
<27,35>,
<28,41>,
<29,39>,
<29,41>,
<30,40>,
<30,34>,
<31,38>,
<32,34>,
<32,40>,
<33,38>,
<33,37>,
<33,34>,
<34,42>,
<34,43>,
<34,49>,
<35,46>,
<35,48>,
<36,47>,
<36,42>,
<36,43>,
<37,46>,
<37,43>,
<37,49>,
<38,43>,
<39,44>,
<39,43>,
<39,42>,
<40,45>,
<41,44>,
<41,48>,
<41,43>,
<42,50>,
<43,50>,
<44,50>,
<45,50>,
<46,50>,
<47,50>,
<48,50>,
<49,50>,
];
StartAfter = [
{2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{10,12,16,18,19,22,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,}
{32,34,35,37,38,40,10,42,43,45,46,48,49,50,19,17,22,24,27,}
